Index,Domain,Subdomain_Level,Url_Length,Url_Depth,Have_At_Sign,Have_Tilde_Symbol,No_Https,Having_IP,Domain_In_Subdomains,Domain_In_Paths,Http_In_Hostname,Double_Slash_In_Path,Num_Dots,Num_Dashes_In_Hostname,Num_Underscore,Num_Percent,Num_Query_Components,Num_Ampersand,Num_Hash,Num_Numeric_Chars,Path_Length,Query_Length,Num_Sensitive_Words,Ext_Favicon,Redirection,Tiny_URL,Prefix_Suffix,DNS,Domain_Age,Domain_End,Rank_Host,Rank_Country,Iframe,Mouse_Over,Right_Click,Forwarding,Label
8079,summertimeblooms.com,1,45,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8080,cpanel-123-reg.web.app,1,35,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,4,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
8081,sol-community.com,1,26,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
8082,springsautoalpina.co.za,1,34,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
8083,themarketprof.com,1,69,3,1,0,0,0,0,1,0,0,4,0,0,0,1,0,1,1,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8084,mail-update-spain-eu.on.fleek.co,1,57,0,1,0,0,0,1,1,0,0,4,3,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
8085,archnepal.com,1,74,4,1,0,0,0,0,1,0,0,4,0,0,0,1,0,1,1,28,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8086,faturadoseuhiper.com,1,28,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8087,linkr.bio,1,24,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
8088,bafybeifubevrjvnbqhqvgmvcm3kgwuwmfk6557djsuy524yrr2kdonrbsm.ipfs.nftstorage.link,1,89,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8089,eu2.contabostorage.com,1,87,2,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,26,57,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8090,fc-messagerie-publicassure.onvilassure.com,1,51,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
8091,doncamillos.ch,1,68,5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
8092,assessoriabradesco.net,1,35,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8093,easy-moose-happen-54-91-138-96.loca.lt,1,62,1,0,0,1,0,1,1,0,0,2,6,0,0,1,0,0,9,17,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
8094,382685371904038729.mediawebs.co,1,71,0,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,21,1,31,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
8095,bradeschavedeseguranca.com,1,39,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8096,heart-g02.com,1,101,1,0,0,1,0,0,1,0,0,2,1,1,0,4,3,0,33,14,66,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
8097,5h2y61jksm.nourishment-seminary.com,1,53,1,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,6,11,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
8098,liverpool-shop.com,1,26,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
8099,auoneo-jp.fnxrnec.cn,1,29,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8100,sub1-ccupom10.com,1,86,3,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,42,48,12,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
8101,ntrapidmelhorias.com,1,89,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,36,48,12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8102,defilo.io,1,22,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8103,walnutztudio.com,1,68,4,1,0,0,0,0,1,0,0,3,0,0,0,1,0,1,1,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8104,sites.google.com,1,50,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8105,bit.ly,1,22,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
8106,docs.google.com,1,167,5,0,0,0,0,1,1,0,0,2,0,0,0,3,2,0,20,108,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8107,docs.google.com,1,167,5,0,0,0,0,1,1,0,0,2,0,0,0,3,2,0,20,108,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8108,docs.google.com,1,167,5,0,0,0,0,1,1,0,0,2,0,2,0,3,2,0,21,108,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8109,docs.google.com,1,167,5,0,0,0,0,1,1,0,0,2,0,5,0,3,2,0,17,108,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8110,assurance-maladie-amelie.com,1,37,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
8111,pancakeswapjs.com,1,24,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8112,pancakeswapjs.com,1,26,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8113,dns1.exag.eu,1,38,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,1,19,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8114,sites.google.com,1,47,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,5,23,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8115,metarnesk.com,1,21,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8116,sites.google.com,1,61,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,26,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8117,mail.neuromath.com.sg,1,30,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
8118,secureowamailpathde.preview.softr.app,1,46,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8119,beacons.ai,1,30,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,12,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1
8120,mukang-jp.gqypsbob.cn,1,30,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
8121,aupay-jp.mosylqw.cn,1,28,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8122,doceeg-jp.mjeqzgu.cn,1,29,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8123,remove-jp.mgofewe.cn,1,29,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8124,connecto-auoneo-jp.mghyqjz.cn,1,38,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8125,remove-jp.kznheks.cn,1,29,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8126,doceeg-jp.kfmkczs.cn,1,29,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8127,docs.google.com,1,167,5,0,0,0,0,1,1,0,0,2,0,2,0,3,2,0,17,108,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8128,linkpop.com,1,48,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8129,spiritswap-gow.blogspot.com,1,36,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
8130,polygonexs05.blogspot.com,1,34,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
8131,pegespewrdepermnetsystemsosialoyu.co.vu,1,60,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,14,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
8132,ftx.tours,1,18,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
8133,ftx.tours,1,16,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
8134,activeedr.boxmode.io,1,28,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
8135,activeedr.boxmode.io,1,29,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
8136,www-banc0falabella-cl.km-wear.com,1,46,1,0,0,1,0,1,1,0,0,2,3,0,0,1,0,0,1,6,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8137,midasbuyswap.com,1,25,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8138,panpaus.com,1,29,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
8139,panpaus.com,1,28,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
8140,primelink.longb11.shop,1,31,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8141,wallsyncloud.com,1,30,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8142,accountesoui.gfffcdujhyopukr.com,1,54,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8143,my-dashboard03.dns05.com,1,55,4,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,4,24,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1
8144,secured-verification-live-07.marketingparedes.com,1,71,1,0,0,0,0,1,1,0,0,4,3,0,0,1,0,0,2,10,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0,1
8145,dlscrod-app.com,1,28,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
8146,dlscrod-app.com,1,27,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
8147,myamazon.life,1,22,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
8148,confirmaciondecuenta-c30e.czemarkojo.workers.dev,1,57,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
8149,opensea-ol.com,1,21,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
8150,opensea-ol.com,1,23,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
8151,my.forms.app,1,66,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8152,my.forms.app,1,50,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,15,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8153,my.forms.app,1,50,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,18,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8154,privacy-update-secu-recovriy-page-protection-association.web.id,1,79,0,0,0,1,0,0,1,0,0,2,6,0,0,1,0,0,0,1,7,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1
8155,pegespewrdepermnetcekaccountsystem.co.vu,1,61,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,14,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,1
8156,know-paths.com,1,25,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,4,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1
8157,ekh6gwd93i.onrocket.site,1,53,4,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,6,21,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8158,know-paths.com,1,24,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
8159,wallsyncloud.com,1,23,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8160,sites.google.com,1,42,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8161,zimbracom.000webhostapp.com,1,36,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8162,cordertradellc.com,1,28,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
8163,sakineiro.conohawing.com,1,48,4,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
8164,spilproduk.shop,1,37,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8165,game.hicage.com,1,71,4,0,0,0,0,1,1,0,0,3,0,0,0,2,1,0,0,35,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8166,game.hicage.com,1,57,4,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8167,wltcnt08201.blogspot.com,1,33,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,5,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
8168,yahoo%2Eco%2Ejp@fdsgs.zcn9ugxmi.cn,1,42,0,1,0,1,0,1,1,0,0,2,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8169,app.mirorfinance.com,1,29,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8170,aannemingsbedrijfquakkelaar.nl,1,142,6,0,0,0,0,1,1,0,0,3,0,0,0,2,1,0,11,54,45,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
8171,litesprotection.co.vu,1,42,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,14,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
8172,s0c14l082-st4nd4rds647.000webhostapp.com,1,77,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,14,29,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
8173,supportsopensea.com,1,26,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8174,supportsopensea.com,1,28,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8175,raresolana.xyz,1,23,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8176,yahoo%2Eco%2Ejp@fdsfgfd.di5wz6usp.cn,1,44,0,1,0,1,0,1,1,0,0,2,0,0,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8177,yahoo%2Eco%2Ejp@khfgf.0mnzqvxq.cn,1,41,0,1,0,1,0,1,1,0,0,2,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
8178,logmedo.com,1,32,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
8179,bit.ly,1,22,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
8180,aupay.jp.szsjfltise.cn,1,31,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
8181,aupay.jp.svnpgi.cn,1,27,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
8182,inof-auoneo-jp.oaqjrmyu.cn,1,35,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8183,inof-auoneo-jp.kuepts.cn,1,33,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
8184,uverdnes.cz,1,20,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8185,uverdnes.cz,1,23,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8186,pageesmanagermanageidentitysosialsystem.co.vu,1,66,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,14,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8187,spprtscreaccnttt.co.vu,1,43,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,14,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1
8188,logmedo.com,1,47,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,24,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
8189,wallectsyncfix.com,1,38,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,12,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1
8190,mytechstop.in,1,33,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
8191,metalassociatespk.com,1,44,2,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8192,geminimobimovel.blogspot.com,1,37,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
8193,www-biswap.com,1,23,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
8194,trustpad-nft.com,1,25,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1
8195,paxful.com.ph,1,360,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,97,10,328,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
8196,buddhatoursnepal.com,1,33,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8197,helium.media,1,38,2,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8198,bit.ly,1,32,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,18,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
8199,atendimentofaturavc.com,1,35,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8200,mukang-jp.osrodqwodt.cn,1,32,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8201,mukang-jp.kyrdkmtg.cn,1,30,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8202,doceeg-jp.kdqugou.cn,1,29,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8203,cniobiseeth.com,1,42,2,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,2,13,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
8204,otherdeed-airdrop.com,1,30,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
8205,v-verify-pembatalan-pemblokiran.webnode.page,1,53,0,0,0,0,0,1,1,0,0,2,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
8206,saisoncard.co.jp.saisoncardnewsletter.com,1,93,4,0,0,0,0,1,1,0,0,4,0,0,0,2,1,0,0,25,18,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8207,my.forms.app,1,50,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,19,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8208,bit.ly,1,22,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
8209,app-shere-finance.com,1,49,2,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
8210,dacontral-gomes.com,1,28,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
8211,solanagift.xyz,1,23,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8212,cryptogamous-correc.000webhostapp.com,1,46,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
8213,sacerdotal-operands.000webhostapp.com,1,46,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
8214,utramigpcc.000webhostapp.com,1,37,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8215,aoseun-asoesneonm.02iw.top,1,39,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8216,aoseun-asoesneonm.03gd.top,1,39,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8217,aoseun-asoesneonm.03io.top,1,39,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8218,aoseun-asoesneonm.z6e.top,1,38,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8219,aoseun-asoesneonm.03nz.top,1,39,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8220,aoseun-asoesneonm.03lz.top,1,39,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8221,aoseun-asoesneonm.bpecdr.top,1,41,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8222,aoseun-asoesneonm.03mj.top,1,39,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8223,piercingtetons.com,1,112,3,1,0,0,0,0,1,0,0,4,0,0,0,1,0,1,6,61,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
8224,aoseun-asoesneonm.03pe.top,1,39,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8225,aoseun-asoesneonm.02ud.top,1,39,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8226,aoseun-asoesneonm.03qv.top,1,39,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
8227,ekl-neetli.club,1,24,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
8228,dsfdsh.mhpwwgsb4.cn,1,27,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8229,swfdcds.gpqve3ep.cn,1,27,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
8230,pytjf.clqpet2ou.cn,1,26,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8231,daswf.i7dxp7gl.cn,1,26,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
8232,sadffg.w09q9i01.cn,1,26,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
