Index,Domain,Have_IP,Have_At,URL_Length,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
21114,paypal.co.uk.online.aacounts.updates.internet.service.electro-obras.com.pe,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
21115,udc.an,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21116,paypal.com.us.cgi.bin.webscr.cmd.login-submit.dispatch.5885d80a13c0db1f8e263663d3faee8d7283e7f0184a5674430.f290db9.e9c846.588412.bandarepudio.com.br,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
21117,home.comcast.net,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
21118,secure.pay-pal-comfort.de,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
21119,sz7i.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21120,paypal-online.de,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
21121,secure.pay-pal-comfort.de,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
21122,artofrodnymella.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21123,paypal.com.us.cgi.bin.webscr.cmd.login.submit.bx3digitallp.com,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
21124,paypal.com.uscgi-bin.webscr.cmd.login-submit.dispatch.97c8e6d0d14f43b296fdbdb6189c802954b1267956048.suenacristo.com,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
21125,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
21126,bridge-afrik.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
21127,vis-ph.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
21128,koumuzik.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21129,tom-burns.com,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
21130,paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a50598f04d34b4bf5tt1.mediareso.com,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
21131,paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a50598f04d34b4bf5tt1.mediareso.com,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
21132,emotionalvirtue.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21133,emotionalvirtue.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21134,jennys.com.bd,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
21135,paypai.com-service.confirm.cgi-bin.w2bscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f.agled.com.ar,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
21136,paypai.com-service.confirm.cgi-bin.w2bscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f.agled.com.ar,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
21137,paypai.com-service.confirm.cgi-bin.w2bscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f.agled.com.ar,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
21138,danatranslation.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21139,remisereduc.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
21140,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
21141,danatranslation.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21142,eu.battle.net.login.zh-gvk.in,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
21143,eu.battle.net.login.zh-gvk.in,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
21144,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
21145,vis-ph.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
21146,hjftgggtjtttttuyrjtjt6ju6u6u6yu6.4ove.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21147,cloud-tech.in,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
21148,paypal.com.tn.cgi.bin.webscr.cmd.login-submit.dispatch.455637489933857729095340593759035457667878187.espinakeitor.cl,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
21149,informationconcernant.x11s.org,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21150,uhcocottes.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21151,eurovis.altervista.org,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21152,egitimogretimci.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21153,fill-1.ru,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
21154,ecatreviews.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
21155,randexpr.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21156,randexpr.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21157,emotionalvirtue.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21158,paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a50598f04d34b4bf5tt1.mediareso.com,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
21159,paypal.com.cgi-bin.webscr.dispatch.654a651951c965198e4195132321c9849a.6516c5132132e13516c9851616e51651d32.65a1651c321321321321.056516e56516e519849a1.bigmikestyles.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
21160,paypal.com.cgi-bin.webscr.cmd.login-submit.dispatch.5885d80a13c0d36.63d3fae3e7f0184a.5674f290db9e9c846.mathieu-robert.com,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1
21161,scur.paypal.info.update.65rth46e5rg3w1erf65gwer4g5r4g65.rg6e5rger51g3w51e5gweg12e3wf1w.g1w5e6g1t321h5y1h.rth15y1h3r2t1h5561h.1h55132we1r5q1w5d1qw.q15frqf21er5g435g1er25g14ewg.g231g515212ewf4w5fqef.1rg45er2g1w.eurofibre-engineering.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
21162,halimshop.com,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21163,agendasanjuan.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21164,"""nicolecustodio.com.br""",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21165,up.heliohost.org,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21166,up.heliohost.org,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21167,foto-yama.kiev.ua,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
21168,reutregev.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21169,numberoneclubbombastic.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21170,randexpr.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21171,randexpr.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21172,gruposodexo.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21173,mail.jayshreeindia.in,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21174,mail.jayshreeindia.in,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21175,senyo.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21176,onshun.hk,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21177,docs.google.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21178,tinyurl.com,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
21179,users11.jabry.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21180,emailformwizard.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21181,paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.propiedadesallende.cl,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
21182,p3green.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21183,edyshsdf32.hut4.ru,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21184,mundodelespanol.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21185,paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.propiedadesallende.cl,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
21186,studentfii.ro,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21187,senyo.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21188,tvzoetermeer.nl,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
21189,studentfii.ro,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21190,paypal-com.uni.me,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
21191,dazzletechnologies.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21192,teknocin.net,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21193,paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.propiedadesallende.cl,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
21194,83271paypal1081.teas111.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21195,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
21196,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
21197,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
21198,scahufcn5486.hut4.ru,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21199,salaryof.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21200,israeltenniscenters.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21201,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
21202,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
21203,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
21204,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
21205,paypal.com.cgi-bin.login1589114111g859f.sonreir.cl,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
21206,panda-forumx.tk,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
21207,panda-forumx.tk,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
21208,battle.com.2fwow.net,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21209,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21210,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21211,horsetreats.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21212,panda-forumx.tk,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
21213,torstash.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21214,shylands.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21215,praic.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21216,battle.com.2fwow.net,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21217,driveways-som.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
21218,panda-forumx.tk,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
21219,sepakbolaonline.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21220,waxholdings.us.ms,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21221,cadastre.orgfree.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21222,cadastre.orgfree.com,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
21223,inetserv.visa.com.ar.php53-23.ord1-1.websitetestlink.com,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
21224,physics2u.org,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
21225,physics2u.org,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
21226,easymarketing.hu,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21227,oasisbucaramanga.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21228,oasisbucaramanga.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21229,minnesotairish.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
21230,pyuthansamachar.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21231,passivemobilemoneymachine.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21232,passivemobilemoneymachine.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21233,egitimogretimci.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
21234,popgoesthehome.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21235,sgipromis.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21236,rrp-mfg.com,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
21237,technicalsuport-admin.tk,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
21238,pichincha.polnet-computer.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
21239,senyo.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21240,vendez1site.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21241,pichincha.polnet-computer.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
21242,frankieandlola.com.au,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21243,hrpp.org.ws,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21244,promocaomembertamfidelidade.tk,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21245,member.paypal.com.cgi.bin.webscr.cmd.flow.session.lohzumu98pjkwkwudgtj3ie6btlub.online775885d80a13c0db1f8e263663d3faee8d43b1bb6ca3ufquez.befemelle.com,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
21246,thedoorfellowship.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21247,affiliatemoneymakingsoftware.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21248,paypal.com.uscgi-bin.webscr.cmd.login-submit.dispatch.97c8e6d0d14f43b296fdbdb6189c802954b1267956048.suenacristo.com,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
21249,steveathighlandscounty.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21250,"""beforenanny911.com""",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21251,auraform.com.au,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21252,quesadaman.net,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21253,bit.ly,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
21254,sudiharuman.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21255,mgaseed.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
21256,aliciathurstonboudoir.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21257,"""www.edyshsdf32.hut4.ru""",0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21258,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21259,trofeosybolas.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21260,lafayetteprivateequity.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21261,woodmillwonder.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21262,dura-build.com,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
21263,cesven.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21264,phdpu.edu.ua,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21265,surreyimages.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21266,analo.ns11-wistee.fr,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
21267,dintok.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21268,mobilemoneymakingmachines.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21269,mobilemoneymakingmachines.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21270,dazzletechnologies.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21271,johnmcnamee.co.uk,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21272,thodamyngheninhbinh.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21273,tinyurl.com,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
21274,cursojoomla.cia10.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21275,cursojoomla.cia10.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21276,suryaphone.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21277,teknocin.net,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
21278,excellent-rp.pl,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
21279,chisomventures.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21280,fcbrokers.com.au,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
21281,fcbrokers.com.au,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
21282,capsoftnm.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21283,capsoftnm.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21284,applecore.co.kr,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21285,pictfor.org.uk,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21286,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21287,energia-gyogyaszat.hu,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
21288,spreadabundance.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21289,docs.google.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21290,mjc-wwl.com,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
21291,passivemobilemoneymachine.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21292,solis-charity.org,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
21293,joiararapetshop.com.br,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21294,gunsngadgets.net,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
21295,greattrailrunsinutah.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21296,mindfulsolutionsinc.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21297,"""www.google.ad""",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21298,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21299,mrterabit.com,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
21300,paypal-update-information001.currentrealestatetrends.com,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
21301,treeofus.biz,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21302,my.screenname.aol.comcqrloginlogin.pspsitedomainsns.webmail.aol.com.lang.acreativestudio.in,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
21303,mail.aol.com.dopage.msgtimeoutbodysignonbankofampositschecksaveindex.cfmtemplatelcfaq.womens.ro,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21304,caoc.cat,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
21305,cabscomputacion.com.mx,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21306,paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.74fghghs68g48fyrt4mn86wvnchtor26hgbfn83m48hg3ufggd4s83f4xct1aa.hoteltroni.com.br,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
21307,jamiefieldevents.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
21308,0xff.com.br,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
21309,whchile.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21310,esdstudio.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21311,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21312,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21313,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21314,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21315,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21316,passivemobilemoneymachine.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21317,passivemobilemoneymachine.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21318,passivemobilemoneymachine.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21319,endahwidowati.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21320,proves-winged.tk,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
21321,positype.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21322,saintjohnlutheran.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21323,gwj194.internetdsl.tpnet.pl:84,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21324,metalica.cl,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21325,paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21326,paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21327,passivemobilemoneymachine.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21328,passivemobilemoneymachine.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21329,bosungcanada.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21330,hotelkutno.blo.pl,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21331,wedontpaintmurals.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21332,hotelkutno.blo.pl,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21333,zzzinn.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21334,remembermargo.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21335,battled3.tk,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21336,wfuniforms.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21337,seguridadceco.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21338,qualitycleaningatlanta.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
21339,diagsv7.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21340,passivemobilemoneymachine.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21341,passivemobilemoneymachine.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21342,passivemobilemoneymachine.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21343,paypal.com.wpjsvx0ljnxvxd5pnczgk3olpztff9uzs7egwrv1gcepixsc355ujwinqirag9.adityacalibrationservice.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21344,paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21345,paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21346,passivemobilemoneymachine.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21347,paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
21348,hassanalsheikh.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21349,remax-offer.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
21350,remax-offer.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
21351,parsunit.com,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
21352,tinyurl.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
21353,traviantx.xzn.ir,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21354,hassanalsheikh.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21355,hassanalsheikh.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21356,euodoo-recycle.co.uk,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
21357,home.comcast.net,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
21358,home.comcast.net,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
21359,resolution.center.aspserver.net,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21360,hassanalsheikh.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21361,2099714.sites.myregisteredsite.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
21362,infocamisas.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21363,dzpubliker.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21364,nexusnovus.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21365,senyo.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21366,healthandwellbeings.net,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
