,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards
11409,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6273,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
10413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3470,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
7040,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12283,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
525,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8347,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12610,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
11489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6904,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
4676,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
1595,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1211,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0
6364,1,0,0,6,0,0,0,0,0,1,1,0,0,0,0
8042,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1801,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
6822,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
7994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6097,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
3249,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7200,0,0,0,5,0,0,0,1,0,1,1,0,0,0,0
9667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9720,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
4769,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
11894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5388,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0
8766,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8847,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1129,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
12313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8136,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4330,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9064,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
840,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
2651,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
4121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10450,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
11904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5368,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1881,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1
4835,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2776,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9728,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
5191,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10602,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
12745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1
6477,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2694,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
7098,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4711,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1968,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8596,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
7322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9903,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3448,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
12270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7034,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0
3774,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10676,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
9645,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
5268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
10384,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
11745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4726,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1107,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
3972,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8235,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
12322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7784,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
6277,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0
7729,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0
10019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6117,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
4036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3644,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
4030,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2201,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
3583,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1
1938,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
8360,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
586,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
7418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5764,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8618,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1543,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
10024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5617,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1886,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
9018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6800,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
5188,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7084,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
3625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0
1354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6701,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
4740,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
10006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5865,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1
7089,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
238,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1
2588,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6339,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0
6327,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2604,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1673,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
6648,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
6537,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12868,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
748,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0
11076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8892,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
912,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3569,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
9773,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3796,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
878,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
8293,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
713,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
9511,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4908,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
12465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10478,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8236,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7312,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
4051,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7525,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10033,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10731,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10341,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10930,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
6135,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9292,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12752,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8274,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11386,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1229,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
12267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4323,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6582,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
4625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11590,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1469,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
5961,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10833,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2819,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
6947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
10175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9517,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12239,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10411,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4418,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6877,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
12275,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6289,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
5170,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1892,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
9484,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10052,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3717,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
9318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11408,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4616,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10486,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6220,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0
12189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8507,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5655,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2564,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
11081,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8118,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
529,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
9881,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8251,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
7628,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0
8009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8712,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4398,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
10897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6589,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0
7427,0,0,0,5,0,0,1,0,1,1,1,0,0,0,0
12203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7201,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
2189,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
11269,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
543,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
8007,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4396,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
3199,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
950,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0
356,0,0,0,2,0,0,0,1,0,1,1,1,1,1,1
2052,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
2422,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
1598,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7660,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2118,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1792,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4096,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1425,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2584,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
9238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11014,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5927,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2806,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
4505,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8014,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
6602,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
8703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9044,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12149,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10660,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11010,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
10424,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8336,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2622,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
10788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10866,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5998,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
5663,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1
681,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1
2104,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
855,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3350,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7010,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
12110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12822,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,2,0,0,0,1,0,1,1,1,1,1,1
8923,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3834,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11092,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11367,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8866,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
9402,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
809,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
7371,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
5940,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5518,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
770,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
10505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8695,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4466,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5640,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7788,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
10399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7052,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1359,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
3285,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2745,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1905,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
272,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4243,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2680,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1332,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
3749,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
5885,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
4203,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
12524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9470,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2430,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2031,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8186,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5902,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
910,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
10906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10418,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8152,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4820,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4518,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6785,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0
7402,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2729,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
12419,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
788,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
6489,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1
9187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2035,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6375,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10401,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6770,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0
628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9633,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9171,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
795,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3368,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
5011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10425,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2518,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7752,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
7937,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
426,0,0,0,2,0,0,0,1,0,1,1,1,1,1,1
12117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6797,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
3030,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7860,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1375,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
11387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10051,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10870,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1976,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
12806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8161,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12540,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
11973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10343,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
4249,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1121,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2660,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3114,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
9037,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
10245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4978,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9662,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12704,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2038,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
3892,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5666,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0
9327,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1615,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7422,0,0,0,3,0,0,1,0,1,1,1,0,0,0,0
9156,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7654,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7828,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
8232,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10321,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8661,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4523,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
10388,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1175,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
3303,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
8278,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
