,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards
6202,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
4473,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
5155,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
5695,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
7073,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0
9607,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
7578,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0
7492,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0
204,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
2795,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0
5711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3654,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
2284,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
1822,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0
6108,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
7059,0,0,1,5,0,0,0,0,0,1,1,1,1,0,1,0
471,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0
329,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
5812,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
5260,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
6258,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
5336,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0
8870,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
4106,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
6093,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
547,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0
9921,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
4200,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0
4400,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1
1027,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,1
4794,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
9864,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0
8492,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
4148,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
3814,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,1
1307,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
8348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3065,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
6929,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,0
9078,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
3579,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0
3776,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0
3325,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0
225,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,1
1341,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
3362,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,1
6261,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
4909,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
7915,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1405,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0
6374,0,0,1,6,0,0,0,1,0,1,0,1,0,0,1,0
9559,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0
9154,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
6460,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
4340,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
893,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
7745,0,0,1,8,0,0,0,0,1,1,1,1,1,0,1,0
9287,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
4426,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
8447,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0
1152,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0
7650,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
8146,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
164,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,1
4855,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0
6067,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0
6045,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0
5610,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
5013,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
8923,0,0,1,4,1,0,0,0,0,1,0,1,0,0,1,0
1020,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1
6170,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0
2495,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
334,0,0,1,2,0,0,1,0,0,1,0,1,0,0,1,0
342,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
9259,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0
8680,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
456,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
5240,0,0,1,7,0,0,0,0,1,1,1,1,0,0,1,0
1721,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0
9329,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
6692,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
4796,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
1251,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
2359,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0
9993,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
6236,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0
3211,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0
1154,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0
1595,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
5005,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6355,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
5385,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
7127,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0
2925,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
412,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
1298,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
2080,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
39,0,0,1,3,0,0,1,0,0,1,0,1,0,0,1,0
5599,0,0,1,5,0,0,0,1,0,1,1,1,1,1,1,1
8955,0,1,1,3,0,0,1,0,0,1,1,1,0,0,1,0
7539,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4079,0,0,1,7,0,0,1,0,0,1,0,0,0,0,1,1
341,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
4961,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
7786,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0
7592,0,0,1,3,0,0,1,0,0,1,0,0,0,0,1,0
4561,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
7929,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
7409,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
9923,0,0,1,4,0,0,1,0,0,1,1,1,0,0,1,0
6101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6649,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
1162,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
6989,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0
2516,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0
3619,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
8231,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
2112,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
7009,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
1844,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
432,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
6610,0,0,1,5,0,0,0,1,0,1,0,1,0,0,1,0
4610,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
7488,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0
7196,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
8060,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1349,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
313,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
197,0,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0
5034,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,1
5546,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
3219,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
4432,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
5715,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
1216,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
2598,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
6322,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0
6694,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
9575,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0
7726,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
4957,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
8418,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
7543,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
3399,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0
7992,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0
876,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
511,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,1
8307,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0
6573,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0
5708,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
9290,0,1,1,3,0,0,0,0,0,0,1,1,0,0,1,0
4777,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
3930,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
8388,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
2648,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
3148,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
4810,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
6606,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
3605,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
8697,0,0,1,3,0,0,0,1,0,0,0,1,0,0,1,0
6888,0,1,1,4,0,0,1,0,0,1,0,0,0,0,1,0
4414,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
2456,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1
2478,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
5732,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
5922,0,0,1,5,0,0,1,0,1,1,1,1,0,0,1,0
6883,0,0,0,2,0,0,1,0,0,1,0,1,0,0,1,0
8023,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0
5820,0,0,1,6,0,0,0,0,0,1,0,0,1,0,1,0
9413,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9980,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
4923,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
6510,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
2086,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0
353,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0
4966,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
2216,0,0,1,10,0,0,0,0,0,1,0,0,0,0,1,1
1538,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0
2864,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
1594,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
9278,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0
9448,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0
8073,0,0,0,3,0,0,0,0,0,1,0,1,1,0,1,0
2016,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
9453,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1
2173,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
4215,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
942,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
7486,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
8844,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1
5907,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
8206,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
2001,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
4510,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
2457,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
6874,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0
8448,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
5303,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
9946,0,1,1,3,0,0,0,0,0,0,0,1,1,0,1,0
7588,0,1,1,2,0,0,0,0,0,1,0,0,1,1,1,1
9087,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0
7968,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0
6782,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0
6453,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
7952,0,0,1,9,0,0,0,0,0,1,0,0,0,0,1,0
1649,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
